Olivier
128
0.128719	0.145508	-0.241019
0.113952	0.162954	-0.239587
0.156345	0.205471	-0.182537
0.155054	0.190758	-0.206139
0.123589	0.0861621	-0.235558
0.137729	0.107689	-0.2368
0.132565	0.200711	-0.212247
0.147664	0.204928	-0.198165
0.133841	0.123621	-0.241045
0.148745	0.212001	-0.126054
0.111475	0.226457	-0.111632
0.135308	0.216271	-0.111916
0.129641	0.211859	-0.0949761
0.1539	0.213276	-0.15468
0.160281	0.191233	-0.107102
0.139933	0.196932	-0.0822332
0.175648	0.177678	-0.147122
0.135822	0.168547	-0.231526
0.165349	0.167449	-0.210028
0.141218	0.183133	-0.220717
0.175596	0.135767	-0.193044
0.180873	0.112694	-0.163855
0.168539	0.181007	-0.189247
0.116454	0.230683	-0.144303
0.170951	0.18976	-0.162022
0.149161	0.217096	-0.170093
0.0997491	0.195802	-0.0569708
0.130662	0.185817	-0.0617155
0.0919264	0.195084	-0.226277
0.0919293	0.178842	-0.235836
0.0754302	0.163611	-0.238581
0.0923127	0.152465	-0.244214
0.145738	0.149573	-0.231831
0.0791313	0.135593	-0.244768
0.170592	0.121582	-0.202454
0.118834	0.111261	-0.24325
0.16019	0.105988	-0.215159
0.0747057	0.0974447	-0.239157
0.0993306	0.0926066	-0.239134
0.149065	0.0865235	-0.222665
0.0805686	0.208595	-0.212569
0.0892789	0.231558	-0.174729
0.0907128	0.219316	-0.202416
0.0376741	0.186035	-0.193682
0.0259579	0.18731	-0.123571
0.0419523	0.19252	-0.0803644
0.0459903	0.213717	-0.130143
0.0742455	0.229039	-0.128064
0.055603	0.220037	-0.170684
0.0867729	0.2236	-0.0965667
0.0494373	0.204302	-0.0940815
0.165973	0.174657	-0.100233
0.168536	0.184333	-0.119843
0.175721	0.171067	-0.17369
0.105991	0.21546	-0.0828472
0.0458664	0.131998	-0.224901
0.055475	0.218334	-0.116207
0.0705422	0.199769	-0.0632564
0.176286	0.167284	-0.126799
0.177324	0.152128	-0.182204
0.0694214	0.122184	-0.24128
0.169581	0.146532	-0.207691
0.0486742	0.108063	-0.227389
0.0349367	0.115916	-0.211811
0.171546	0.0908154	-0.176359
0.103446	0.226261	-0.19
0.0361143	0.167582	-0.204097
0.0376588	0.149393	-0.21284
0.019013	0.164743	-0.163067
0.165988	0.197029	-0.13471
0.169488	0.149323	-0.0960161
0.162735	0.0893805	-0.200714
0.0784592	0.23184	-0.159732
0.0223897	0.182777	-0.148829
0.0546024	0.145838	-0.230754
0.0131466	0.139074	-0.127809
0.0563235	0.222898	-0.14392
0.0891841	0.116143	-0.244809
0.0438563	0.212773	-0.155467
0.174456	0.157237	-0.110503
0.183055	0.128528	-0.15018
0.0796262	0.224824	-0.189821
0.0515135	0.190179	-0.205583
0.0258315	0.175823	-0.177395
0.0247002	0.157916	-0.188721
0.0234335	0.178517	-0.1086
0.0452715	0.205067	-0.184228
0.0181703	0.170559	-0.134099
0.180352	0.139363	-0.166046
0.0590889	0.208238	-0.200066
0.0317518	0.194227	-0.168001
0.0140446	0.151973	-0.14742
0.0952904	0.232359	-0.129245
0.0852622	0.228559	-0.113267
0.181563	0.147234	-0.138943
0.0156969	0.156797	-0.117495
0.0322235	0.199677	-0.139742
0.108294	0.128808	-0.246409
0.158434	0.122198	-0.22132
0.11698	0.193931	-0.224229
0.118414	0.214109	-0.203392
0.0494035	0.173761	-0.21818
0.0850102	0.233137	-0.143889
0.150377	0.183435	-0.0852284
0.123109	0.199643	-0.0703434
0.129505	0.225062	-0.129274
0.104342	0.208473	-0.213817
0.133373	0.226228	-0.158416
0.0690589	0.215281	-0.0866721
0.0392768	0.202961	-0.110743
0.180249	0.159255	-0.155069
0.155933	0.163998	-0.0756599
0.0624113	0.190226	-0.221404
0.177795	0.138675	-0.120056
0.143649	0.220408	-0.140896
0.120295	0.228803	-0.174221
0.134042	0.219155	-0.187282
0.101904	0.233385	-0.1591
0.0832006	0.210329	-0.0722001
0.164579	0.161	-0.194306
0.17193	0.129168	-0.104829
0.17417	0.107697	-0.117575
0.175877	0.123013	-0.178387
0.179455	0.12059	-0.131138
0.170679	0.109098	-0.188223
0.0293308	0.136927	-0.202886
0.0239366	0.122518	-0.192002
0.0188574	0.148099	-0.176575
